ticket_id,customer_id,created_at,closed_at,product,category,priority
0365d58a-d17b-41eb-ab3c-736df4f154ea,755664c3-afaa-48ff-8aaa-6147edd6335d,2026-07-18T07:57:00,2026-07-18T10:30:46.413719,analytics,bug,critical
7c724cfc-490b-47bd-b050-71d2818c77d9,b17b6c03-9536-4ff5-bde4-c190a95e83f1,2026-08-07T10:03:00,2026-08-07T20:08:27.701280,messaging,bug,low
11461481-10f2-41b1-8b1c-73f2c5da82bc,22913e61-2dca-4c2b-b3e2-9b0c2a2b6c2d,2026-07-31T21:13:00,2026-08-01T05:29:57.024845,analytics,billing,medium
870545f5-1ab6-4c46-8949-620bab440416,891c1ab3-840d-4ace-83db-32584b53cc7c,2026-08-10T20:00:00,2026-08-11T12:48:59.670449,payments,performance,medium
aabec000-0504-4000-87a2-6bdecf9ccbda,70d372ab-08a7-4c27-b8f7-234e23d9877b,2026-07-23T17:42:00,2026-07-24T03:36:38.123753,analytics,performance,low
03758caf-d3b5-4ea1-b6a1-cc3e42c0b7ab,5c02c87b-f730-419b-b3e0-4b79531923a4,2026-08-19T04:55:00,2026-08-19T12:54:44.639978,analytics,bug,medium
d217754c-b412-4437-b0b4-dd79f5dd276e,11865f24-0e65-4ff6-994b-fac1ff948deb,2026-08-14T04:53:00,2026-08-14T09:05:26.382948,messaging,billing,critical
53e8549f-69ff-4af8-9ad7-3149785c59cd,8dff25eb-4fe9-48da-b344-505477ca4058,2026-07-15T23:39:00,2026-07-16T01:56:44.193028,messaging,bug,critical
1de2e5eb-a9fd-4be8-9b18-4b18153b8279,3ddbe6f8-8237-4e0c-99fb-75af940ee2c7,2026-08-11T09:58:00,2026-08-11T11:55:51.805713,identity,performance,critical
d448c378-ac4d-44ca-a393-bf8c92ac89aa,2e7e5cbc-4c0d-4062-b980-9866fa16dba3,2026-07-28T00:10:00,2026-07-28T22:37:48.816313,payments,bug,low
417d7707-5f87-491c-a598-b05d91843299,b85e9fe9-6966-469f-a21a-93516bccee70,2026-07-06T04:52:00,2026-07-06T07:52:30.784136,analytics,account,critical
dbdedcf4-4f2e-4afa-8153-2874c515d2b9,7e3f82f8-58bd-48d5-9fe6-c6e153317f00,2026-08-18T08:15:00,2026-08-20T04:02:00.594489,payments,bug,low
e552981b-6cef-4f57-b2ef-cb1ee48a4c63,0668fdbd-2d90-476c-bf21-c33a240dcaa9,2026-07-07T05:41:00,2026-07-07T07:32:34.775431,analytics,billing,critical
f903323f-4305-46df-aaf7-6c7fa05e2870,a2fb8300-a341-4f63-993d-f49aafe53cde,2026-08-21T20:28:00,2026-08-23T08:44:04.659365,payments,account,low
2159ad1e-1508-41db-a999-fc837bfec898,ddc7b947-efc5-44ce-bde1-3250001cd983,2026-08-08T03:48:00,2026-08-08T17:50:12.162110,identity,configuration,medium
c99d585e-901a-4993-b431-410a636a4ceb,0f9fc56f-38c6-46e8-af88-f39f71508a10,2026-07-29T14:20:00,2026-07-29T16:13:33.485447,payments,configuration,critical
c67bf420-c159-462b-9347-580785b6baaa,b275211f-c9c2-4ea9-92fa-de532fe3d07b,2026-08-28T18:07:00,2026-08-29T05:32:55.727953,identity,performance,high
a0fab264-ccfa-4c39-9b96-422ec4708ec6,f8934e7a-b00a-4d6a-bc24-7bee4c1916f9,2026-07-07T14:28:00,2026-07-08T00:47:07.294727,analytics,performance,low
1841bcbe-e00b-49e2-a41d-da6c0c10ab3a,14bc0a2f-fe50-461d-82db-bac09aa3a9e6,2026-07-20T09:38:00,2026-07-20T20:40:48.888202,identity,billing,high
6f2ab541-3423-4708-876f-8ea31875613e,6f36a698-8b8d-4582-b924-b2bf971484fb,2026-07-23T05:38:00,2026-07-23T16:53:29.573554,identity,configuration,medium
72f230a1-451e-4d45-b7ae-844ed3d31bed,ef43e587-ed25-4c17-8143-32dfeccb3f84,2026-08-19T10:40:00,2026-08-20T07:41:17.535601,identity,account,low
f8d46d83-48a0-47e5-ba43-7700104b769d,2624339c-3581-4f53-a88d-d649535520b6,2026-08-20T11:32:00,2026-08-20T20:42:24.927808,identity,bug,medium
ddb11f43-7e86-4f4e-9e8b-64021a271367,46ee4daf-f2f8-4f59-94d0-6b1930005eea,2026-07-10T17:49:00,2026-07-11T02:39:19.099018,payments,configuration,high
ce9064cd-f116-4a92-ba9b-a03610fc5791,12740067-12a3-45db-9b52-65adbcb19e36,2026-08-01T05:02:00,2026-08-01T09:05:21.797140,payments,configuration,critical
8535ffb6-cd5c-4ac1-beb0-8b3cbd76f2a1,a5ef59b0-8540-4a40-a255-c4866d27fcfd,2026-07-05T14:58:00,2026-07-05T19:19:09.698740,analytics,performance,high
18a930b0-e718-48a7-8af0-965d38532f81,268243ca-dc83-418c-ae99-bc0cb0ac2af1,2026-07-31T08:39:00,2026-07-31T23:32:41.175241,payments,configuration,medium
6e3d39bb-362b-410e-8732-8d72fe9f6c2d,b3a0151b-a035-4de1-bfa6-1b1a1299e618,2026-08-20T05:09:00,2026-08-20T16:09:49.427462,messaging,account,low
4f7d1af4-1eba-422a-a2d9-5c35a5bb8e8a,fe41b736-d213-4940-aaac-02852ab750b2,2026-07-14T13:36:00,2026-07-15T00:45:26.785996,analytics,configuration,medium
54313d16-80df-4a05-8442-c68af667d47b,cd28b7d8-aa5d-4a84-a05a-ea35080e94fe,2026-07-04T19:22:00,2026-07-05T20:32:50.316447,identity,configuration,low
3dc12dcc-5f03-4000-9eb8-eb8581c2a92f,3a579b2f-4f42-4ece-b453-585b25cac2c1,2026-07-20T02:55:00,2026-07-20T13:09:27.347766,payments,bug,high
44e7b763-541c-4242-bfd1-ba452fa0b23b,bbfed257-3b6c-4ad3-9570-b423a554996c,2026-08-06T23:44:00,2026-08-08T07:37:09.781121,payments,billing,medium
5e6e304c-e0f1-4751-ad33-7f8e051b6996,42629c6e-14f2-4ccc-abcc-c007c05f15f0,2026-07-17T02:46:00,2026-07-17T17:36:19.585180,messaging,bug,medium
2c01dbc3-f117-4073-899f-2ed10206bb09,e4f09f6a-6888-4ff8-a637-e3dc1162faa0,2026-07-31T05:40:00,2026-07-31T10:56:24.897878,messaging,billing,high
40b46b51-3bda-410c-84b9-c243df5e534e,c2ab4379-44ac-4c4f-b81d-eb02d9d2c6a2,2026-07-10T20:08:00,2026-07-10T22:18:02.284149,messaging,bug,critical
645f7563-43cc-44c3-9e4c-26c8525a9db6,d08a276c-8c7c-4940-9219-86079f024683,2026-08-11T21:32:00,2026-08-12T06:12:30.297239,identity,configuration,medium
f4c2b506-22f4-43b3-8135-044af1ccbb4d,f2d8ff76-28e2-43b2-8234-815423772933,2026-08-30T01:51:00,2026-08-30T13:03:42.782683,payments,performance,high
ca8a4c78-b0da-4385-a7ae-dd85e2f09b00,bd079f5d-e930-4067-8cbd-bd14a7f75437,2026-07-07T07:39:00,2026-07-07T11:11:18.795678,identity,configuration,critical
e9c203a1-6b92-445a-b183-858d2282fff0,b0969097-b68a-411d-ad84-d8a64de57d5c,2026-08-18T19:22:00,2026-08-19T20:09:12.089070,identity,bug,low
21e9e1bf-32fc-44c9-bf7c-dfb7a45c43c0,f093e6fd-f506-4221-8a62-5e5f5c5929da,2026-07-24T18:37:00,2026-07-24T22:55:21.807284,payments,account,high
94d7a2fb-9f2f-4567-adca-fbd07f69a0a0,33f1bc94-3675-4806-9ce5-b30c37977bb5,2026-08-24T07:13:00,2026-08-24T14:42:28.143855,messaging,configuration,high
fdc90221-ecda-45d4-ab47-d38bec313a1a,a6f1c25d-32a8-4430-9c47-c081e0a3c2ab,2026-08-16T13:13:00,2026-08-16T22:16:24.012265,analytics,performance,medium
62ae6232-ed9b-431a-8bb9-e24f850ecc36,1460a16e-b94c-486b-ae39-48d17ad0be1c,2026-08-09T16:34:00,2026-08-10T02:56:14.367581,analytics,account,medium
a66ab223-0acf-490e-aff2-1aab029ba206,961fb607-2f30-4e23-b2e8-dbd42d9d61e2,2026-07-07T08:51:00,2026-07-07T18:09:25.559316,identity,account,high
c5e49765-be61-4bb2-acf1-629e6d7b1d91,50d18ddb-2f7d-4a90-88de-0e6a318bb0c5,2026-07-12T08:14:00,2026-07-12T17:34:06.515638,identity,account,high
bb4f5749-bc2d-4539-a0d9-103f78f73835,41a25646-9dce-4c36-82de-482de656966d,2026-07-30T16:33:00,2026-07-31T00:51:07.492017,messaging,configuration,medium
74c0f119-b19c-4ff6-b854-e91666db81a4,1c422497-ab96-47ea-a20a-288d873f2315,2026-08-30T12:33:00,2026-08-30T19:47:54.964860,messaging,billing,high
9626be47-c012-4f37-bc31-cee6272d4a77,70d9b546-01f0-4eba-9b13-ed005f90b7f3,2026-07-01T00:53:00,2026-07-01T12:02:31.168080,identity,configuration,medium
471bcb3a-1e0a-4968-950a-3b5200fadfaa,bd71f5cb-8215-43a5-883d-c2700e585a55,2026-08-22T18:59:00,2026-08-22T21:48:35.325832,identity,performance,critical
8f48a570-d207-4f48-873b-fc2118cc86b9,0fa9aa37-1eda-4a47-a0a7-5196bdf3c412,2026-07-20T10:50:00,2026-07-21T00:56:29.359044,messaging,billing,low
58129a45-d4cd-4e55-be43-14762dc77a72,b4b8497a-584d-4476-b317-9f7106521dd0,2026-08-30T10:12:00,2026-08-31T00:16:24.772968,identity,bug,medium
789e48d9-189e-4e21-802c-85e52aa85287,cfcca99a-73be-4919-8fc9-28691501add0,2026-07-21T10:44:00,2026-07-21T20:33:54.648932,payments,billing,low
d44feef3-84c4-434a-a227-7b3904e82fb2,84a88bfe-c95b-4ea2-b705-4f31df007f44,2026-08-13T05:57:00,2026-08-13T10:06:30.278618,analytics,performance,critical
289a99bd-fcca-4c46-88b8-dcb22f35d70e,e1f20e56-9c32-4f21-8781-e3ddc80113f8,2026-08-22T09:34:00,2026-08-22T14:25:29.251654,payments,performance,critical
ef74083e-d78c-45a6-bd23-ee89c739dd44,f680c044-e397-4ec7-becf-d87e7087bd3c,2026-07-14T10:22:00,2026-07-14T12:31:23.484278,analytics,bug,critical
170716a0-e20a-45ba-8e25-aca9f436d6b5,5bed1e4e-c44b-46c6-9d2a-8ff6fb1db5c0,2026-08-17T03:29:00,2026-08-17T20:29:34.704624,messaging,bug,medium
a2d9241f-fa2f-4164-9815-03d8a6d64607,ab0d657e-8d97-4f7c-9a15-cd56d8b370a2,2026-07-12T01:06:00,2026-07-12T04:36:09.839512,messaging,billing,critical
4ea45340-e75e-4bee-89fd-57902b61434c,0cee89a7-70d0-41d5-8382-9e9d76608e11,2026-08-20T20:59:00,2026-08-21T00:58:30.147033,identity,performance,critical
7f56a7ed-15f7-4534-921b-209401661cfd,e2b6add3-e469-447a-a6dc-6e279121e91c,2026-08-19T20:50:00,2026-08-19T23:41:00.753378,messaging,billing,critical
30d504b7-6ee6-4e2c-8ca2-94749db164e3,2140fede-b74a-4c66-9701-7f2f579e7c41,2026-07-23T12:06:00,2026-07-23T15:28:48.883119,identity,account,critical
bac7acf9-556e-4953-9a92-e376330747c9,2166ef38-3b1e-4b5e-819a-437384e7f6b1,2026-07-25T23:52:00,2026-07-26T05:44:33.415047,messaging,bug,high
75d8c159-ce96-49fc-8dc0-fa5fab45c85e,1d5e333a-67ed-4aa2-ba74-9417d3ca1ed1,2026-07-31T13:40:00,2026-08-01T01:09:26.639186,identity,account,low
7f6e769d-9282-4a62-b49b-ddf9c4a79abd,1c38c7bc-9d0d-496d-b245-efa3818d7545,2026-07-22T01:11:00,2026-07-22T07:57:14.686351,messaging,billing,medium
a3607905-3f9a-4a9e-a2f6-a5fc36f615ed,2ca30ebc-15c7-4780-82da-ff0ca15da748,2026-08-07T02:24:00,2026-08-07T05:08:50.361728,identity,account,critical
0ce63569-583e-42d1-b4ee-3663db5e6efb,14f6131f-fefc-4f20-8630-4a424661c6ac,2026-07-19T19:50:00,2026-07-20T20:15:16.235693,messaging,performance,low
3a4307c3-f184-4e7d-bb1a-6acb57574efe,4c780b36-7e5e-4d81-aff2-b8cc8ee5e16b,2026-08-22T09:36:00,2026-08-23T11:34:09.659402,messaging,performance,low
230d4b40-3811-4152-9c7f-eb7e89c709a0,8125f6dc-a1e0-48c0-b7e9-9cd64ef8ee3a,2026-07-28T04:19:00,2026-07-28T16:10:31.513430,messaging,performance,medium
5281635a-f436-403f-920a-30ef61d3cd1d,19f01cb3-8128-495a-8630-3b72fa702126,2026-07-25T20:14:00,2026-07-26T12:13:57.946770,messaging,performance,low
612470df-2ddd-4c6e-8343-87fde566d4ca,f76719d5-3c90-4f55-a76a-1df56ab3a28d,2026-08-30T21:10:00,2026-08-31T01:25:31.049503,messaging,billing,critical
10e03a92-8e7d-4b85-85b1-0e6f3a39c126,64d83d16-8259-40b5-862d-22eae7392926,2026-08-26T15:20:00,2026-08-27T01:50:39.795548,analytics,performance,low
ab3e45ec-00ff-4936-8355-0a21038a5445,133ebdf6-dc78-48fc-82b4-ba3ca1098469,2026-08-09T00:19:00,2026-08-09T12:12:10.133100,payments,performance,medium
9a90497c-5ada-443a-a7e0-b68a10627cec,4eb89aa4-e2e3-46d9-a855-799a8821b814,2026-08-04T12:09:00,2026-08-04T14:37:49.934693,identity,billing,critical
d2d6fb3c-d084-46d5-8fa6-1a67cb0d2757,8e7431d4-47ab-4c13-9483-d2df71408957,2026-08-04T12:12:00,2026-08-04T22:52:45.434349,identity,performance,high
02555ee2-55c6-4365-8b02-e27779141566,70fa3b8a-e444-4a51-9c5b-a2397cd38892,2026-08-12T19:24:00,2026-08-13T22:23:54.027287,analytics,account,low
9b9dcfe3-de6c-4921-90c1-f739b7246006,730d5862-2c8d-4785-adf8-53536db68f20,2026-08-01T20:30:00,2026-08-03T13:08:13.760922,payments,bug,low
5b377af0-5526-40b6-ba85-dce87da5c107,7f1bde78-eb8a-4838-817f-25c9d9aa38d4,2026-07-23T12:11:00,2026-07-23T21:02:45.141490,payments,bug,medium
5a61df07-2480-49de-af8b-53fe981ee4e5,f7f6d790-9219-4e9b-ad20-fc0751d90b30,2026-08-13T02:30:00,2026-08-13T14:04:49.468084,analytics,account,medium
3b743a75-995c-4d25-8522-e677c3aca1f8,3ed37464-4691-4507-80e9-6f78926ecfac,2026-07-24T07:46:00,2026-07-25T06:46:00.914224,identity,billing,low
b02be676-495f-42da-8329-7f9c2c85bb37,dff635b7-1b73-47b2-b7a4-853895e22918,2026-07-15T21:45:00,2026-07-16T23:28:11.888513,identity,bug,low
56691970-afa7-4a54-88cf-ade31b81ec32,f8b03a6c-2628-4a0a-aa51-5812928588dc,2026-08-22T09:50:00,2026-08-22T16:44:43.047843,messaging,performance,medium
64169574-3c67-42d5-9b08-844ee90c2047,3185acdf-49be-465c-972b-e61383438b8f,2026-08-27T02:13:00,2026-08-27T21:39:39.201514,payments,bug,high
51d7c51c-5c70-4ed9-85d3-327e2353f580,fbd94dd8-3434-4087-9619-2041c604895c,2026-08-24T15:37:00,2026-08-25T06:51:58.803992,analytics,account,low
9ed8e3ba-8c47-4eb1-a306-1e84038181b7,9d574b52-01b2-4827-ad13-bc6d9654eecf,2026-08-08T23:48:00,2026-08-09T03:54:04.381925,identity,bug,high
b252f2dd-feb9-4a90-bfcc-94ebf5a4c8be,3b85dbd0-74f7-435d-82eb-574f8a9fc27b,2026-08-08T05:37:00,2026-08-08T09:59:56.505726,messaging,bug,critical
8e35f904-664f-40d5-83e1-9d044fc61329,aacbeae8-ac0c-4d7d-9490-e3abd0b6ee52,2026-08-27T20:27:00,2026-08-27T22:28:42.279180,messaging,billing,critical
d4384bd6-0872-4e63-bcb3-9913f858e089,21b04995-278d-454d-9000-7b5741a70b2c,2026-08-17T11:46:00,2026-08-17T14:39:40.636734,identity,account,critical
d4d68c8a-39ff-4909-8902-31c29a2cf2f3,7d7a86c6-cf94-4899-8b3b-b9864107f435,2026-08-23T22:16:00,2026-08-24T14:14:07.580016,identity,configuration,medium
351a458e-e07e-4b4f-a96c-4f9a0c60b2c4,8610d113-b0db-4310-91ca-ee1f56fb65be,2026-07-08T21:19:00,2026-07-09T12:19:20.575375,identity,performance,medium
51bbf694-9af1-4674-a986-051d82b9c012,8b444fc4-dc9b-48df-89de-e2983527009c,2026-08-21T20:51:00,2026-08-22T14:44:51.061434,messaging,configuration,low
9e3b82e8-5350-4670-a300-016441a15aac,cf83a8ef-4e0c-4e45-8e13-f254cebf9f60,2026-07-30T14:00:00,2026-07-31T00:15:28.438539,payments,performance,medium
a8dd562d-9c53-4093-947d-fd3444d2b28c,53bc48a9-0092-4b62-bc42-acb6513d76e7,2026-07-24T12:22:00,2026-07-24T20:48:46.781604,identity,configuration,high
544bc2a8-ebb0-474d-ad7e-ddb514fbfc9d,fe9610b7-1c72-4584-a4d8-a60467cd8973,2026-08-17T00:35:00,2026-08-18T02:56:13.005881,payments,bug,medium
9d5cbeda-34eb-47ab-a987-6b2ac573954b,e390f870-d5bd-4867-94df-168e0e4c7129,2026-08-14T11:18:00,2026-08-14T16:25:12.513244,payments,performance,critical
702aef3d-314c-4b2b-8ef3-e401ff5a0399,d81a32d0-1853-40cf-844c-9f7ecf3474f4,2026-07-02T13:40:00,2026-07-03T00:31:10.128759,analytics,configuration,medium
b411e645-dd4c-405d-a501-1adc2a5e6e78,95048415-2651-46bb-ba8d-e583d88991d0,2026-07-23T03:30:00,2026-07-23T11:17:09.902076,identity,account,high
4c4eb792-67d0-4bb0-bb2f-6d2c47cd99c6,64c125ea-948a-44ec-8e89-69abe0e68544,2026-08-18T07:48:00,2026-08-18T14:36:52.143195,identity,performance,high
796fa31f-073e-447a-9bc3-3e9692158f24,6c283a40-4b7e-48a0-8aec-88f47f424ede,2026-08-11T07:13:00,2026-08-11T13:03:39.495589,identity,configuration,high
ed175331-3c92-4713-8aa4-53f09cb28a4e,093b6ab3-9cd1-4d18-85f3-85b45464d14a,2026-07-18T12:42:00,2026-07-18T20:59:54.570034,identity,bug,medium
cc560f91-9220-462c-93a4-340c9dc429db,6fd544d2-44bd-488d-8b24-02265d26a577,2026-08-14T01:44:00,2026-08-14T13:34:38.706157,identity,account,high
c98189a3-b4cc-4d2f-a304-e77232f2be6c,93757228-2565-4a80-968f-0220e6a29dc1,2026-07-18T16:03:00,2026-07-18T21:29:07.916458,identity,billing,high
20e46226-6e95-409b-8b3f-6ff2b4f7f295,ffbfe5d0-09e0-4ad3-a17c-4205c88fb76b,2026-07-02T06:54:00,2026-07-03T09:26:14.311535,payments,configuration,low
a579bec8-d5cb-4a88-80c8-830148d19354,740f0c54-7e57-469b-8f92-9b599a52395a,2026-08-20T08:49:00,2026-08-20T10:37:27.946585,identity,billing,critical
45581083-4110-43bc-b3e1-ef078f1f926b,d04af404-cce1-4534-88bb-a1feab0f8312,2026-07-02T02:47:00,2026-07-02T05:36:17.063020,identity,performance,critical
f5047b1f-82a0-4729-9c13-64933802ea41,0ce823cf-1232-4c86-bdbe-f51e6fe6b8d1,2026-07-17T18:44:00,2026-07-17T20:34:32.141120,analytics,configuration,critical
d7de0767-c08a-4714-9d8a-5f55b04e52cb,0c67dfe5-cf17-4561-82f4-585779e40958,2026-07-06T22:44:00,2026-07-07T18:07:10.970939,messaging,performance,low
e91b462c-02df-4b0e-bf25-c8987584afe6,85b6e16f-7c51-453f-8143-09af665a84b8,2026-07-05T21:06:00,2026-07-06T01:46:53.210162,payments,billing,high
bcb095c1-8bdf-4fe2-814a-bd90884502a3,2d5d8826-a250-4ab0-9bad-8284360b786e,2026-07-23T14:10:00,2026-07-23T17:29:08.230633,analytics,account,critical
7d354c68-0725-4fc4-8aff-eb16a56615be,5bd37ec3-16f0-413b-920c-2049034e30b8,2026-08-26T06:57:00,2026-08-26T12:04:58.001197,payments,account,critical
689973b2-2dbc-42e2-b44f-bf686e339920,02bf31fe-7903-47d8-b580-e51209462525,2026-08-10T07:08:00,2026-08-10T09:32:58.106639,identity,account,critical
77341e12-0954-44ce-91f5-18767769b19e,eee52005-2c79-4f81-bb87-94c44b4e9bd1,2026-08-26T12:39:00,2026-08-27T14:42:23.844981,analytics,account,low
85d96d19-69ea-4183-bf44-d6f71404f250,e0b7448a-5a36-469b-a428-a48059d44420,2026-07-19T21:55:00,2026-07-20T09:44:37.299651,payments,configuration,low
2a6ac58e-c9df-4ec6-bd6e-6738e72f498d,7aa8ff4b-ad13-4bbf-9be6-1687d50dc92b,2026-07-16T19:42:00,2026-07-17T12:03:11.938708,analytics,billing,low
66a3a365-d9fd-450d-93ac-999b9c1fa9e9,130d55a5-e052-4ff3-b6a8-7f2c69cac3fe,2026-08-24T01:12:00,2026-08-24T14:21:59.659999,messaging,configuration,low
